Paneer Mutter,375,,veg
Paneer Chole,375,veg
Paneer Lazeez,395,veg
Paneer Butter Masala,395,veg
Paneer Tikka Masala,395,veg
Paneer Bhurji in Butter,375,veg
Paneer Methi Malai,390,veg
Panner Mashroom Masala,390,veg
Kadai Paneer,390,veg
Shahi Paneer Korma,390,veg
Paneer Kofta,390,veg
