Sweet Corn,185,Veg
Veg Manchow Soup,185,veg
Palak,185,Veg
Tomato,185,Veg
Minestrone,185,Veg
Rasam,160,Veg
Dinner Roll,40,Veg
Stick,25,Veg
Butter Chiplet,60,Veg
